uuid, score, group
809cd735-f6b7-4663-b2ea-bd035ab4cb25, 0.9078947368421053, 1
1e4eae91-e900-47cf-a7c6-92b4291feed3, 0.9078947368421053, 0
7e41fac5-a3fa-44b5-9b77-3b60b6b4cfaf, 0.9078947368421053, 2
c7a73bee-3bf2-4199-9deb-c18c0e481299, 0.9078947368421053, 0
20d77dcf-e22b-4563-a2b9-da042791d96c, 0.9078947368421053, 0
c8b943bd-5114-44ca-b724-7078c30d15b7, 0.9078947368421053, 0
56082a1e-2c2d-4348-8d71-257966684c57, 0.9078947368421053, 2
81262ffd-5ee7-46fc-8696-fb83d8a76bbc, 0.9078947368421053, 3
ae5654c0-75d3-4a22-a5c5-8d25a4593346, 0.9078947368421053, 0
52dd6ce7-5cc9-4071-9b6a-bfeddbe0f30a, 0.9078947368421053, 3
a4dce2ce-5b7f-4773-b12c-2c5e69e9b3b7, 0.9078947368421053, 1
a7900e87-0053-4d98-a07c-a7a8fde260c3, 0.9078947368421053, 0
c485cc8c-c9ba-4467-9dfd-a0ff25048f7b, 0.9078947368421053, 1
155f4a8c-42dd-46f0-b8ac-99dbda9cb035, 0.9078947368421053, 0
f4015df2-03b8-47c9-8a72-7efb8484ab9f, 0.9078947368421053, 0
3a8c565d-b093-4331-9892-134ada3e6686, 0.9078947368421053, 1
6b2a842b-27a7-4132-960c-c9d947938496, 0.9078947368421053, 0
9f1d09e7-d07e-411a-80f3-6c47f17cfa52, 0.9078947368421053, 0
48a6dfdd-e709-4a4b-8e7f-5534ee3af539, 0.9078947368421053, 3
32697bb7-ea35-441e-be11-fa8a6f4a44b7, 0.9078947368421053, 2
3cf6bd6b-872a-4324-83ce-d62172654696, 0.9078947368421053, 0
38dcbe22-67c2-4c1f-ad9a-62f568fe66b3, 0.9078947368421053, 0
9ad59ad1-2d40-49f8-b3c6-1f28e3bdb463, 0.9078947368421053, 0
a6384a12-494a-4be1-a7af-0edf8a3fa689, 0.9078947368421053, 0
ec0de035-16e8-46e8-a00b-9f6ae36a1bd2, 0.9078947368421053, 0
61a07df3-55ab-4512-b365-3c80671aece2, 0.9078947368421053, 1
934afcb2-6d1e-4679-b8e4-46eca5266b08, 0.9078947368421053, 1
0c756938-c0d0-447f-b3ab-7f19f04843bb, 0.9078947368421053, 3
391a3b4e-6ee9-4f33-9dc5-5cdcc65e448d, 0.9078947368421053, 0
b8a059be-19ae-4997-964e-87a72edd4073, 0.9078947368421053, 0
ebed66c3-8e25-4326-9441-be4fb5d88887, 0.9078947368421053, 4
4b6db1d8-7f8c-4a3e-b5fb-e597eb6b1c9c, 0.9078947368421053, 0
099db6e5-f6e3-4f0b-9040-d719d0f4c9c9, 0.9078947368421053, 0
764eb497-e25d-4853-b7d9-22f1e5e3a5f1, 0.9078947368421053, 1
db38f63a-0fc1-4b08-a767-35a1782e4694, 0.9078947368421053, 2
6e7e0319-3abd-4108-91d9-ba1e5ab4f784, 0.9078947368421053, 0
45acff9f-fde1-4a66-89f4-efb929b7ef92, 0.9078947368421053, 0
2be8e709-b93e-4c93-b6d5-56651f90e600, 0.9078947368421053, 0
d01b5c4f-cbb1-497c-8ccf-2650c1068a28, 0.9078947368421053, 1
7ed17816-4286-476d-b272-a5127ddbe88a, 0.9078947368421053, 0
eaf40a31-9cd0-428c-8fbe-0f978c7c68e1, 0.9078947368421053, 1
0866e00f-6871-41b8-9fbf-2fc65026b9b5, 0.9078947368421053, 0
9a861b7e-cd27-4d25-b0df-6408801c8631, 0.9078947368421053, 3
6a7cf985-ccb4-47da-9a96-091821119e61, 0.9078947368421053, 4
d38a8a0e-76d8-4f6b-b65f-9e0897b294cc, 0.9078947368421053, 0
bfef9045-fda4-4299-9eb7-efc3d52d3d4e, 0.9078947368421053, 0
0d479225-076f-43e1-8587-f60f0e9fd506, 0.9078947368421053, 2
04f70731-88de-43b5-a0b5-177504740cea, 0.9078947368421053, 2
cd202c50-15c9-4d50-983c-93875a981e3f, 0.9078947368421053, 3
9e007028-cac9-4d2e-93c0-4208c9a6a3d7, 0.9078947368421053, 3
14a9fc52-46a1-41f4-bf18-58f02bdb24ec, 0.9078947368421053, 2
ceb792af-257b-4012-91b3-695cbb4f8732, 0.9078947368421053, 0
36c16502-2896-411e-880d-2d06cb6c8f37, 0.9078947368421053, 0
362bc16e-09d3-4550-97a8-06d5e371c0ed, 0.9078947368421053, 2
fd0c8afb-9b24-43fd-887f-5bc5d105ce1d, 0.9078947368421053, 0
81ef4ef8-f713-47a6-be3e-ce762aa2ded8, 0.9078947368421053, 2
ebc2277c-d029-47b0-94f5-65e190989b0b, 0.9078947368421053, 2
005eb660-330c-412a-ad1e-c7ad52e16970, 0.9078947368421053, 3
c593b11d-d60b-401b-8cc4-119051eca7f6, 0.9078947368421053, 3
0a33a14d-8d74-4c0f-849f-0276fd0d730c, 0.9078947368421053, 2
68a9521e-c629-4b9c-9ec2-8002e527e87c, 0.9078947368421053, 3
559490f1-98fd-4365-ba69-afc64867da6d, 0.9078947368421053, 2
c7b5f1c1-505c-4112-b5a5-022f837a8837, 0.9078947368421053, 0
a7cdfd6a-e0bc-46a2-80e4-f3d1d296ac95, 0.9078947368421053, 2
f0b24c85-26cd-4385-9e3b-8c3ed7a08d7f, 0.9078947368421053, 0
5da26809-c02b-4054-8ea5-990a0b15d476, 0.9078947368421053, 1
885dfe4c-c0cb-48e5-bd3d-d926266d03b1, 0.9078947368421053, 2
e880e8ce-7b6a-4479-89fd-7b1b19598007, 0.9078947368421053, 1
232927fb-cb89-4ab3-bba5-46b386c2511b, 0.9078947368421053, 3
2c83dfdd-e705-4906-81d1-95e4bca1b47c, 0.9078947368421053, 3
9356cc1b-d1d1-4f35-998f-fec8d83b8817, 0.9078947368421053, 2
38ab0dbe-5674-48d3-82b3-a9dbaeea265e, 0.9078947368421053, 2
940b1697-691b-4385-8ce8-fd62ea7083d2, 0.9078947368421053, 2
72f6d96e-7d18-483b-afd7-794d8f97f2cf, 0.9078947368421053, 1
3476dfe2-18e4-4b7c-b32d-2541dd5fd75b, 0.9078947368421053, 2
270eeb72-8eed-4168-95c5-c80bfacc8311, 0.9078947368421053, 1
58f41d3f-f0d5-4fc7-9487-07552f47ed5a, 0.9078947368421053, 3
b8fed482-21b6-4918-b9e2-12e2b5b01967, 0.9078947368421053, 3
4c2f7299-82c3-4a27-b63a-a79b13e84d4e, 0.9078947368421053, 0
74493a07-101b-4a2e-a651-488600ce40e9, 0.9078947368421053, 1
3ed91d5b-8561-4549-9f40-e98100e8d34a, 0.9078947368421053, 0
16effecb-c08e-4bc5-96e6-026a9aa43fa8, 0.9078947368421053, 0
c220ec5d-dffe-4f9d-88ed-463461e1ef7b, 0.9078947368421053, 0
42bc39fc-9d4e-4b51-b234-a80944fe56e4, 0.9078947368421053, 2
b3cd1808-026f-4213-abdb-bfdc677547f9, 0.9078947368421053, 0
f78c457a-b22a-4c95-b568-754073bc9c7f, 0.9078947368421053, 0
c35322ad-4aac-4d6a-9c93-d9c29b5f3f1c, 0.9078947368421053, 0
8cb30acd-69f2-48ee-8474-e533b2fd9ff5, 0.9078947368421053, 4
8e85f514-c80a-4770-aff6-9732597b39b5, 0.9078947368421053, 1
11d3dab2-fb52-48af-9361-f4b8245e83cc, 0.9078947368421053, 3
7103118a-66f7-450b-8137-a874ea3d8267, 0.9078947368421053, 3
908608a4-f204-48f0-a04e-4e99fbe3e6d4, 0.9078947368421053, 0
7448da5c-8e5a-44a8-b840-5f74da61bab0, 0.9078947368421053, 3
3b251dfb-3d23-47ea-8ac6-3d7f0c7edde4, 0.9078947368421053, 3
fe7a277c-bc41-4ed3-9ba7-0dafa64e77cb, 0.9078947368421053, 0
b6ae346f-dde1-40ce-9537-baf62ae34d67, 0.9078947368421053, 0
1b64d56a-8f28-42b2-a6aa-7b0e3ab33bcd, 0.9078947368421053, 2
428319e9-e771-4a67-bb44-f20cb52c75fa, 0.9078947368421053, 1
f7ea82b2-17e3-4737-9d55-7738c6a7cef3, 0.9078947368421053, 0
b4c45f85-e262-4c55-9ab0-5e7543758073, 0.9078947368421053, 2
745564fd-59be-4d84-b567-17388f82745a, 0.9078947368421053, 0
4acdcedd-b46c-498f-8d4f-c48be41cfefe, 0.9078947368421053, 0
60557764-9005-4d24-a776-ec95293b4b19, 0.9078947368421053, 2
a91f0b65-1c99-4ac1-b34c-9066d94fe8ae, 0.9078947368421053, 0
693ac54f-e8fb-45c0-9769-8d10ecc888ed, 0.9078947368421053, 0
f32f1709-6477-4326-88b4-b1afa5a23e54, 0.9078947368421053, 3
5df47dd1-d076-4938-b9a4-c664fb3aadfe, 0.9078947368421053, 0
3f808d3d-4685-42a3-a700-c6869afbf196, 0.9078947368421053, 1
1d172fac-ee14-493a-b698-75d437b035bc, 0.9078947368421053, 3
4d6c5f48-4f5a-4034-97e1-8742f444d72c, 0.9078947368421053, 0
388534c8-af61-4a31-ac5d-3ec5591fa47b, 0.9078947368421053, 0
5adf138b-6e63-46b5-9ca9-7a78708cad44, 0.9078947368421053, 0
016bd0a0-f565-4f79-8eb0-262293e07688, 0.9078947368421053, 4
70add540-3bec-4de7-8017-b7730f231253, 0.9078947368421053, 1
1475985b-66ca-47dc-adf1-dcbdb28bb89f, 0.9078947368421053, 0
d28f8224-ded1-4d0d-bc2f-49cfeec86251, 0.9078947368421053, 2
8c40d53c-83c4-4ed4-9cca-7def508e8305, 0.9078947368421053, 0
f797c3f9-0882-45f6-8d6a-1a8b6a299e3a, 0.9078947368421053, 3
bc770d2a-0a8a-40d5-badd-4022073cf2cc, 0.9078947368421053, 0
eb894a74-2eea-453f-baf4-748752f565b5, 0.9078947368421053, 3
a62253ac-7c42-45e6-9354-2f3f37c95b6e, 0.9078947368421053, 2
a9ad5435-32ff-40ee-8467-e7bbe3230e55, 0.9078947368421053, 2
781ebb2c-aa1f-46d9-aafd-37a52ec86995, 0.9078947368421053, 0
e927111f-34ec-4341-a730-ec2fc74cf0a5, 0.9078947368421053, 2
a3a6c2df-f9ee-4867-abec-8834fdc28f65, 0.9078947368421053, 0
d63430dc-484e-4fc8-91a9-a97c2e7ec25d, 0.9078947368421053, 3
165a5a28-fec6-4cfa-85d2-d0f0624e2175, 0.9078947368421053, 1
70b05201-eed3-420b-8c1a-ad4a1ecdb0d6, 0.9078947368421053, 2
efe7b359-40ec-4b13-a0da-280d2345243a, 0.9078947368421053, 0
865ef853-c59e-488d-9721-d22550171fcc, 0.9078947368421053, 2
aa2b573d-4676-4acf-80b5-6f69abc104b1, 0.9078947368421053, 0
c0b763c9-ce6d-440e-ac18-6482b28abe53, 0.9078947368421053, 2
c278ff79-67dd-4155-9355-6073a355b805, 0.9078947368421053, 2
a90473a1-7160-4d25-8a7f-7bb56bae6d3a, 0.9078947368421053, 3
75e21a5e-6c21-4770-8adf-00ba39fe5c74, 0.9078947368421053, 2
f715d2c4-56a5-477d-87b1-352fd96d7165, 0.9078947368421053, 0
